id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,clean_tweet,compound,neg,neu,pos,sentiment
1.31e+18,2020-09-15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NBCNews: An immigration detention center in Georgia performed questionable hysterectomies, refused to test detainees for COVID-19 and s…",en,0.0,1.0,rajahwilko,,NBCNews,Toronto,"RT Ġ@ NBC News : ĠAn Ġimmigration Ġdetention Ġcenter Ġin ĠGeorgia Ġperformed Ġquestionable Ġhy st ere ct om ies , Ġrefused Ġto Ġtest Ġdetainees Ġfor ĠCO VID - 19 Ġand Ġs âĢ¦",0.0,0.0,1.0,0.0,neu,"['RT Ġ@ NBC News : ĠAn Ġimmigration Ġdetention Ġcenter Ġin ĠGeorgia Ġperformed Ġquestionable Ġhy st ere ct om ies , Ġrefused Ġto Ġtest Ġdetainees Ġfor ĠCO VID - 19 Ġand Ġs âĢ¦', ('infection', 0.47000154852867126), ('death', 0.2743018567562103), ('vaccine', 0.255696564912796)]"
1.31e+18,2020-09-26,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#StopTheMadness #StopTrump Over 200,00 are dead Not just a number It's people  28 states are trending in the wrong… https://t.co/vHvNjRfueJ",en,0.0,7.0,paz4u,"StopTheMadness, StopTrump",,California Dreamin',"# Stop The Mad ness Ġ# Stop Trump ĠOver Ġ200 , 00 Ġare Ġdead ĠNot Ġjust Ġa Ġnumber ĠIt 's Ġpeople Ġ Ġ28 Ġstates Ġare Ġtrending Ġin Ġthe Ġwrong âĢ¦ Ġhttps :// t . co / v H v N j R f ue J",-0.7964,0.632,0.256,0.111,neg,"[""# Stop The Mad ness Ġ# Stop Trump ĠOver Ġ200 , 00 Ġare Ġdead ĠNot Ġjust Ġa Ġnumber ĠIt 's Ġpeople Ġ Ġ28 Ġstates Ġare Ġtrending Ġin Ġthe Ġwrong âĢ¦ Ġhttps :// t . co / v H v N j R f ue J"", ('death', 0.9463896751403809), ('infection', 0.04155281186103821), ('vaccine', 0.01205752044916153)]"
1.32e+18,2020-10-14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @COVIDNewsByMIB: #IndiaFightsCorona:  📍How to reduce Stigma related to #COVID19 ❓❓❓  ↗️ Share positive stories of those recovered ↗️ Cel…,en,0.0,0.0,sivaram1979,"IndiaFightsCorona, COVID19",COVIDNewsByMIB,,RT Ġ@ CO VID News By MI B : Ġ# India F ights Cor ona : Ġ ĠðŁ ĵ į How Ġto Ġreduce ĠSt igma Ġrelated Ġto Ġ# CO VID 19 ĠâĿ ĵ âĿ ĵ âĿ ĵ Ġ ĠâĨ Ĺ ï¸ı ĠShare Ġpositive Ġstories Ġof Ġthose Ġrecovered ĠâĨ Ĺ ï¸ı ĠCel âĢ¦,0.296,0.0,0.761,0.239,pos,"['RT Ġ@ CO VID News By MI B : Ġ# India F ights Cor ona : Ġ ĠðŁ ĵ į How Ġto Ġreduce ĠSt igma Ġrelated Ġto Ġ# CO VID 19 ĠâĿ ĵ âĿ ĵ âĿ ĵ Ġ ĠâĨ Ĺ ï¸ı ĠShare Ġpositive Ġstories Ġof Ġthose Ġrecovered ĠâĨ Ĺ ï¸ı ĠCel âĢ¦', ('infection', 0.4536958634853363), ('death', 0.31759002804756165), ('vaccine', 0.22871409356594086)]"
1.31e+18,2020-10-09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","San Diego, California 📍destination fridays.                                    #uk #malaysia #india #ukraine #china… https://t.co/yzzrGVzlBf",en,0.0,268.0,study_abroadWA,"uk, malaysia, india, ukraine, china",,"Accra, Ghana","San ĠDiego , ĠCalifornia ĠðŁ ĵ į dest ination Ġfr idays . Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ# uk Ġ# mal ays ia Ġ# ind ia Ġ# uk raine Ġ# ch ina âĢ¦ Ġhttps :// t . co / y zz r GV zl B f",0.0,0.0,1.0,0.0,neu,"['San ĠDiego , ĠCalifornia ĠðŁ ĵ į dest ination Ġfr idays . Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ Ġ# uk Ġ# mal ays ia Ġ# ind ia Ġ# uk raine Ġ# ch ina âĢ¦ Ġhttps :// t . co / y zz r GV zl B f', ('death', 0.4155856668949127), ('infection', 0.41108229756355286), ('vaccine', 0.17333199083805084)]"
1.3e+18,2020-09-06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Humana: COVID-19 underscores the need to revamp our approach to kidney care so that members like Regina can safely access the lifesavin…,en,0.0,33.0,smiletokarthi,,Humana,"बैंगलुरु, भारत",RT Ġ@ Hum ana : ĠCO VID - 19 Ġunderscores Ġthe Ġneed Ġto Ġrev amp Ġour Ġapproach Ġto Ġkidney Ġcare Ġso Ġthat Ġmembers Ġlike ĠRegina Ġcan Ġsafely Ġaccess Ġthe Ġlifes avin âĢ¦,0.8225,0.0,0.538,0.462,pos,"['RT Ġ@ Hum ana : ĠCO VID - 19 Ġunderscores Ġthe Ġneed Ġto Ġrev amp Ġour Ġapproach Ġto Ġkidney Ġcare Ġso Ġthat Ġmembers Ġlike ĠRegina Ġcan Ġsafely Ġaccess Ġthe Ġlifes avin âĢ¦', ('vaccine', 0.5141739249229431), ('infection', 0.35060352087020874), ('death', 0.13522258400917053)]"
1.31e+18,2020-10-06,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @RossMemorial: If you've left a message at our COVID-19 Assessment Centre or submitted an online appt request, expect a call back within…",en,0.0,8.0,canada_hcouncil,,RossMemorial,Montreal ,"RT Ġ@ Ross Mem orial : ĠIf Ġyou 've Ġleft Ġa Ġmessage Ġat Ġour ĠCO VID - 19 ĠAssessment ĠCentre Ġor Ġsubmitted Ġan Ġonline Ġapp t Ġrequest , Ġexpect Ġa Ġcall Ġback Ġwithin âĢ¦",0.0,0.0,1.0,0.0,neu,"[""RT Ġ@ Ross Mem orial : ĠIf Ġyou 've Ġleft Ġa Ġmessage Ġat Ġour ĠCO VID - 19 ĠAssessment ĠCentre Ġor Ġsubmitted Ġan Ġonline Ġapp t Ġrequest , Ġexpect Ġa Ġcall Ġback Ġwithin âĢ¦"", ('vaccine', 0.4936741292476654), ('infection', 0.2769967019557953), ('death', 0.2293291836977005)]"
1.32e+18,2020-10-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SAHRDNetwork: Covid-19 resources manipulated for political purposes. ""Absent oversight, authoritarian-minded leaders take advantage of…",en,0.0,446.0,NicolaWatson13,,SAHRDNetwork,"Bulawayo, Zimbabwe","RT Ġ@ SA HR D Network : ĠCov id - 19 Ġresources Ġmanipulated Ġfor Ġpolitical Ġpurposes . Ġ"" Abs ent Ġoversight , Ġauthoritarian - minded Ġleaders Ġtake Ġadvantage Ġof âĢ¦",0.0,0.0,1.0,0.0,neu,"['RT Ġ@ SA HR D Network : ĠCov id - 19 Ġresources Ġmanipulated Ġfor Ġpolitical Ġpurposes . Ġ"" Abs ent Ġoversight , Ġauthoritarian - minded Ġleaders Ġtake Ġadvantage Ġof âĢ¦', ('infection', 0.6840262413024902), ('death', 0.15822570025920868), ('vaccine', 0.15774811804294586)]"
1.31e+18,2020-09-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#NPONKENNISFM 📻🎧🎼🎤  Sugar Something BY  @itsDaTKellyChi  ON #KennisInTheMorning  #WednesdayMorning  W/W/F DJCKILLZ… https://t.co/oZ8lF2o07C,en,0.0,2.0,KENNIS104FM,"NPONKENNISFM, KennisInTheMorning, WednesdayMorning",itsDaTKellyChi,"ÜT: 6.5508397,3.3369024",# NP ON K ENN IS FM ĠðŁ ĵ » ðŁ İ § ðŁ İ ¼ ðŁ İ ¤ Ġ ĠSugar ĠSomething ĠBY Ġ Ġ@ its Da T Kelly Ch i Ġ ĠON Ġ# K ennis In The Morning Ġ Ġ# Wednesday Morning Ġ ĠW / W / F ĠDJ C K ILL Z âĢ¦ Ġhttps :// t . co / o Z 8 l F 2 o 07 C,0.0,0.0,1.0,0.0,neu,"['# NP ON K ENN IS FM ĠðŁ ĵ » ðŁ İ § ðŁ İ ¼ ðŁ İ ¤ Ġ ĠSugar ĠSomething ĠBY Ġ Ġ@ its Da T Kelly Ch i Ġ ĠON Ġ# K ennis In The Morning Ġ Ġ# Wednesday Morning Ġ ĠW / W / F ĠDJ C K ILL Z âĢ¦ Ġhttps :// t . co / o Z 8 l F 2 o 07 C', ('vaccine', 0.4922928214073181), ('infection', 0.38713338971138), ('death', 0.12057384848594666)]"
1.3e+18,2020-09-06,"<a href=""https://ritekit.com"" rel=""nofollow"">RiteKit</a>",How to Maximize Impact on #SocialMedia During COVID-19 💡 https://t.co/cfnRwCnm7x ~ @socialmediaweek &lt;&lt; Hit the… https://t.co/TYnLAcOzwY,en,0.0,305.0,Rite_Tag,SocialMedia,socialmediaweek,"Prague, Czech Republic",How Ġto ĠMaxim ize ĠImpact Ġon Ġ# Social Media ĠDuring ĠCO VID - 19 ĠðŁ Ĵ ¡ Ġhttps :// t . co / cf n R w C nm 7 x Ġ~ Ġ@ social media week Ġ& lt ; & lt ; ĠHit Ġthe âĢ¦ Ġhttps :// t . co / TY n L Ac O z w Y,0.0,0.0,1.0,0.0,neu,"['How Ġto ĠMaxim ize ĠImpact Ġon Ġ# Social Media ĠDuring ĠCO VID - 19 ĠðŁ Ĵ ¡ Ġhttps :// t . co / cf n R w C nm 7 x Ġ~ Ġ@ social media week Ġ& lt ; & lt ; ĠHit Ġthe âĢ¦ Ġhttps :// t . co / TY n L Ac O z w Y', ('vaccine', 0.5949937701225281), ('infection', 0.24707625806331635), ('death', 0.1579298973083496)]"
1.31e+18,2020-09-27,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @kevinansbro: ""Life will return you to normality in the anaesthesia of time."" —Kevin Ansbro  https://t.co/KUYQfjlE2B  #quote #quotes #qu…",en,0.0,0.0,kevinansbro,"quote, quotes",kevinansbro,"Norwich, England","RT Ġ@ ke vin ans bro : Ġ"" Life Ġwill Ġreturn Ġyou Ġto Ġnorm ality Ġin Ġthe Ġana esthesia Ġof Ġtime ."" ĠâĢĶ Kevin ĠAns bro Ġ Ġhttps :// t . co / K U Y Q f jl E 2 B Ġ Ġ# quote Ġ# qu otes Ġ# qu âĢ¦",0.0,0.0,1.0,0.0,neu,"['RT Ġ@ ke vin ans bro : Ġ"" Life Ġwill Ġreturn Ġyou Ġto Ġnorm ality Ġin Ġthe Ġana esthesia Ġof Ġtime ."" ĠâĢĶ Kevin ĠAns bro Ġ Ġhttps :// t . co / K U Y Q f jl E 2 B Ġ Ġ# quote Ġ# qu otes Ġ# qu âĢ¦', ('vaccine', 0.6713871359825134), ('infection', 0.17458342015743256), ('death', 0.15402942895889282)]"
1.32e+18,2020-10-19,"<a href=""https://app.sendible.com"" rel=""nofollow"">Sendible</a>","Follow these simple steps and, together, we will get through the COVID-19 pandemic ❤️  #Covid_19 #testing #Health… https://t.co/rEJqGwgQci",en,0.0,28.0,CityDocCovid,"Covid_19, testing, Health",,United Kingdom,"Follow Ġthese Ġsimple Ġsteps Ġand , Ġtogether , Ġwe Ġwill Ġget Ġthrough Ġthe ĠCO VID - 19 Ġpand emic ĠâĿ ¤ ï¸ı Ġ Ġ# C ov id _ 19 Ġ# testing Ġ# Health âĢ¦ Ġhttps :// t . co / r E J q G w g Q ci",0.0,0.0,1.0,0.0,neu,"['Follow Ġthese Ġsimple Ġsteps Ġand , Ġtogether , Ġwe Ġwill Ġget Ġthrough Ġthe ĠCO VID - 19 Ġpand emic ĠâĿ ¤ ï¸ı Ġ Ġ# C ov id _ 19 Ġ# testing Ġ# Health âĢ¦ Ġhttps :// t . co / r E J q G w g Q ci', ('vaccine', 0.748090922832489), ('infection', 0.19584447145462036), ('death', 0.05606457218527794)]"
1.3e+18,2020-08-20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Before going into coma, nurse with COVID-19 tells wife: 'I promise you, I will come back' https://t.co/b2kRwIk4zY via @gmanews",en,0.0,6.0,GMA7PinoyMD,,gmanews,,"Before Ġgoing Ġinto Ġcoma , Ġnurse Ġwith ĠCO VID - 19 Ġtells Ġwife : Ġ' I Ġpromise Ġyou , ĠI Ġwill Ġcome Ġback ' Ġhttps :// t . co / b 2 k R w I k 4 z Y Ġvia Ġ@ g man ews",0.0,0.0,1.0,0.0,neu,"[""Before Ġgoing Ġinto Ġcoma , Ġnurse Ġwith ĠCO VID - 19 Ġtells Ġwife : Ġ' I Ġpromise Ġyou , ĠI Ġwill Ġcome Ġback ' Ġhttps :// t . co / b 2 k R w I k 4 z Y Ġvia Ġ@ g man ews"", ('vaccine', 0.4472999572753906), ('infection', 0.29345735907554626), ('death', 0.2592427134513855)]"
1.32e+18,2020-10-12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @thesnews: Stand up Michigan held a rally at the state Capitol last week to protest the closing of churches across the state. Supporters…,en,0.0,3883.0,jca2902,,thesnews,"Royal Oak, MI",RT Ġ@ t hes news : ĠStand Ġup ĠMichigan Ġheld Ġa Ġrally Ġat Ġthe Ġstate ĠCapitol Ġlast Ġweek Ġto Ġprotest Ġthe Ġclosing Ġof Ġchurches Ġacross Ġthe Ġstate . ĠSupporters âĢ¦,0.1779,0.12,0.719,0.162,pos,"['RT Ġ@ t hes news : ĠStand Ġup ĠMichigan Ġheld Ġa Ġrally Ġat Ġthe Ġstate ĠCapitol Ġlast Ġweek Ġto Ġprotest Ġthe Ġclosing Ġof Ġchurches Ġacross Ġthe Ġstate . ĠSupporters âĢ¦', ('infection', 0.5138717293739319), ('vaccine', 0.28485119342803955), ('death', 0.20127712190151215)]"
1.31e+18,2020-10-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @KOB4: New Mexico State University has announced that classes will be entirely online after Thanksgiving break and that the college's fa…,en,0.0,857.0,alymaybe,,KOB4,"Albuquerque, NM",RT Ġ@ K OB 4 : ĠNew ĠMexico ĠState ĠUniversity Ġhas Ġannounced Ġthat Ġclasses Ġwill Ġbe Ġentirely Ġonline Ġafter ĠThanksgiving Ġbreak Ġand Ġthat Ġthe Ġcollege 's Ġfa âĢ¦,0.0,0.0,1.0,0.0,neu,"[""RT Ġ@ K OB 4 : ĠNew ĠMexico ĠState ĠUniversity Ġhas Ġannounced Ġthat Ġclasses Ġwill Ġbe Ġentirely Ġonline Ġafter ĠThanksgiving Ġbreak Ġand Ġthat Ġthe Ġcollege 's Ġfa âĢ¦"", ('infection', 0.47303879261016846), ('vaccine', 0.3343241810798645), ('death', 0.19263699650764465)]"
1.3e+18,2020-09-03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Morning_Joe Does a RACIST believe they will die from COVID-19? No. Does a RACIST believe more BLKS are going to di… https://t.co/kDb2fgOJx9,en,0.0,55.0,VereenFonda,,Morning_Joe,"Florida, USA",@ Morning _ Joe ĠDoes Ġa ĠR AC IST Ġbelieve Ġthey Ġwill Ġdie Ġfrom ĠCO VID - 19 ? ĠNo . ĠDoes Ġa ĠR AC IST Ġbelieve Ġmore ĠBL KS Ġare Ġgoing Ġto Ġdi âĢ¦ Ġhttps :// t . co / k Db 2 fg O J x 9,-0.9169,0.665,0.335,0.0,neg,"['@ Morning _ Joe ĠDoes Ġa ĠR AC IST Ġbelieve Ġthey Ġwill Ġdie Ġfrom ĠCO VID - 19 ? ĠNo . ĠDoes Ġa ĠR AC IST Ġbelieve Ġmore ĠBL KS Ġare Ġgoing Ġto Ġdi âĢ¦ Ġhttps :// t . co / k Db 2 fg O J x 9', ('death', 0.746592104434967), ('vaccine', 0.13047218322753906), ('infection', 0.1229356974363327)]"
1.32e+18,2020-10-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MikeConnors: The province is reporting three new cases of COVID-19, two men in central Newfoundland and one in eastern Newfoundland. Al…",en,2.0,0.0,TPenney79,,MikeConnors,"Newfoundland and Labrador, Can","RT Ġ@ Mike Conn ors : ĠThe Ġprovince Ġis Ġreporting Ġthree Ġnew Ġcases Ġof ĠCO VID - 19 , Ġtwo Ġmen Ġin Ġcentral ĠNewfoundland Ġand Ġone Ġin Ġeastern ĠNewfoundland . ĠAl âĢ¦",0.0,0.0,1.0,0.0,neu,"['RT Ġ@ Mike Conn ors : ĠThe Ġprovince Ġis Ġreporting Ġthree Ġnew Ġcases Ġof ĠCO VID - 19 , Ġtwo Ġmen Ġin Ġcentral ĠNewfoundland Ġand Ġone Ġin Ġeastern ĠNewfoundland . ĠAl âĢ¦', ('infection', 0.4180576205253601), ('vaccine', 0.29727455973625183), ('death', 0.2846677899360657)]"
1.31e+18,2020-09-26,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @COVID_Analysis: Our models estimate, with high accuracy, COVID-19 cases and deaths.  Country ➡️Days of projection➡️Overall error  UK ➡️…",en,0.0,2180.0,Thalion_1,,COVID_Analysis,,"RT Ġ@ CO VID _ Analysis : ĠOur Ġmodels Ġestimate , Ġwith Ġhigh Ġaccuracy , ĠCO VID - 19 Ġcases Ġand Ġdeaths . Ġ ĠCountry Ġâ ŀ ¡ ï¸ı Days Ġof Ġprojection â ŀ ¡ ï¸ı Overall Ġerror Ġ ĠUK Ġâ ŀ ¡ ï¸ı âĢ¦",-0.765,0.375,0.625,0.0,neg,"['RT Ġ@ CO VID _ Analysis : ĠOur Ġmodels Ġestimate , Ġwith Ġhigh Ġaccuracy , ĠCO VID - 19 Ġcases Ġand Ġdeaths . Ġ ĠCountry Ġâ ŀ ¡ ï¸ı Days Ġof Ġprojection â ŀ ¡ ï¸ı Overall Ġerror Ġ ĠUK Ġâ ŀ ¡ ï¸ı âĢ¦', ('death', 0.9286400079727173), ('vaccine', 0.03867565095424652), ('infection', 0.03268439322710037)]"
1.31e+18,2020-10-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ConflictsW I don't think there are officials who risk going to places like Catia, Petare and even Plaza Altamira t… https://t.co/x9H6kRC15o",en,0.0,2154.0,jarvi_reyes,,ConflictsW,Venezuela,"@ Conf licts W ĠI Ġdon 't Ġthink Ġthere Ġare Ġofficials Ġwho Ġrisk Ġgoing Ġto Ġplaces Ġlike ĠCat ia , ĠPet are Ġand Ġeven ĠPlaza ĠAlt am ira Ġt âĢ¦ Ġhttps :// t . co / x 9 H 6 k RC 15 o",0.1027,0.154,0.662,0.184,pos,"[""@ Conf licts W ĠI Ġdon 't Ġthink Ġthere Ġare Ġofficials Ġwho Ġrisk Ġgoing Ġto Ġplaces Ġlike ĠCat ia , ĠPet are Ġand Ġeven ĠPlaza ĠAlt am ira Ġt âĢ¦ Ġhttps :// t . co / x 9 H 6 k RC 15 o"", ('infection', 0.5032122731208801), ('vaccine', 0.27180856466293335), ('death', 0.22497911751270294)]"
1.31e+18,2020-09-24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @ruthmkb: “It’s concerning that in response to a direct question abt this $400 test marketed to wealthy Ontarians &amp; corporations as a wa…,en,1.0,0.0,athleteswalk,,ruthmkb,,RT Ġ@ r uth mk b : ĠâĢ ľ It âĢ Ļ s Ġconcerning Ġthat Ġin Ġresponse Ġto Ġa Ġdirect Ġquestion Ġab t Ġthis Ġ$ 400 Ġtest Ġmarketed Ġto Ġwealthy ĠOnt arians Ġ& amp ; Ġcorporations Ġas Ġa Ġwa âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ r uth mk b : ĠâĢ ľ It âĢ Ļ s Ġconcerning Ġthat Ġin Ġresponse Ġto Ġa Ġdirect Ġquestion Ġab t Ġthis Ġ$ 400 Ġtest Ġmarketed Ġto Ġwealthy ĠOnt arians Ġ& amp ; Ġcorporations Ġas Ġa Ġwa âĢ¦', ('infection', 0.4740734398365021), ('vaccine', 0.3808688819408417), ('death', 0.14505767822265625)]"
1.3e+18,2020-09-12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",After two weeks of traveling and even hitting the strip the week before......COVID TEST CAME BACK NEGATIVE!!!!!!  R… https://t.co/C6kcj7anpK,en,0.0,10386.0,ItsNahhGee,,,King Kai’s Planet,After Ġtwo Ġweeks Ġof Ġtraveling Ġand Ġeven Ġhitting Ġthe Ġstrip Ġthe Ġweek Ġbefore ...... CO VID ĠTEST ĠC AME ĠBACK ĠN EG ATIVE !!!! !! Ġ ĠR âĢ¦ Ġhttps :// t . co / C 6 k c j 7 an p K,0.0,0.0,1.0,0.0,neu,"['After Ġtwo Ġweeks Ġof Ġtraveling Ġand Ġeven Ġhitting Ġthe Ġstrip Ġthe Ġweek Ġbefore ...... CO VID ĠTEST ĠC AME ĠBACK ĠN EG ATIVE !!!! !! Ġ ĠR âĢ¦ Ġhttps :// t . co / C 6 k c j 7 an p K', ('vaccine', 0.6799159049987793), ('infection', 0.261382132768631), ('death', 0.05870194360613823)]"
1.31e+18,2020-09-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The Church, Silenced https://t.co/Rz9jvSVKtW #covid #ChinaVirus #Church",en,0.0,1.0,5solas4ever,"covid, ChinaVirus, Church",,,"The ĠChurch , ĠSil enced Ġhttps :// t . co / R z 9 j v S VK t W Ġ# c ov id Ġ# China V irus Ġ# Church",0.0,0.0,1.0,0.0,neu,"['The ĠChurch , ĠSil enced Ġhttps :// t . co / R z 9 j v S VK t W Ġ# c ov id Ġ# China V irus Ġ# Church', ('infection', 0.7062947154045105), ('vaccine', 0.2061867117881775), ('death', 0.08751851320266724)]"
1.31e+18,2020-09-23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#nowplaying #newrelease ‘Tumbleweed’ by @KeithUrban  from his new album “The Speed of Now: Part 1” on @meridianfm… https://t.co/7buJiupu5y,en,0.0,345.0,JeannieBCountry,"nowplaying, newrelease","KeithUrban, MeridianFM",East Grinstead United Kingdom,# now playing Ġ# new release ĠâĢ ĺ T umble weed âĢ Ļ Ġby Ġ@ Keith Urban Ġ Ġfrom Ġhis Ġnew Ġalbum ĠâĢ ľ The ĠSpeed Ġof ĠNow : ĠPart Ġ1 âĢ Ŀ Ġon Ġ@ mer idian fm âĢ¦ Ġhttps :// t . co / 7 bu J i up u 5 y,0.0,0.0,1.0,0.0,neu,"['# now playing Ġ# new release ĠâĢ ĺ T umble weed âĢ Ļ Ġby Ġ@ Keith Urban Ġ Ġfrom Ġhis Ġnew Ġalbum ĠâĢ ľ The ĠSpeed Ġof ĠNow : ĠPart Ġ1 âĢ Ŀ Ġon Ġ@ mer idian fm âĢ¦ Ġhttps :// t . co / 7 bu J i up u 5 y', ('vaccine', 0.522942841053009), ('infection', 0.33894413709640503), ('death', 0.1381130814552307)]"
1.31e+18,2020-10-04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",🚗💻 Have you used our car park status service (https://t.co/c5FRWYTRN2) to plan your weekend visit to @lomondtrossachs?🚦🚘,en,0.0,0.0,lomondtrossachs,,lomondtrossachs,Loch Lomond & The Trossachs,ðŁ ļ Ĺ ðŁ Ĵ » ĠHave Ġyou Ġused Ġour Ġcar Ġpark Ġstatus Ġservice Ġ( https :// t . co / c 5 FR W Y TR N 2 ) Ġto Ġplan Ġyour Ġweekend Ġvisit Ġto Ġ@ l om ond t ross ach s ? ðŁ ļ ¦ ðŁ ļ ĺ,0.0,0.0,1.0,0.0,neu,"['ðŁ ļ Ĺ ðŁ Ĵ » ĠHave Ġyou Ġused Ġour Ġcar Ġpark Ġstatus Ġservice Ġ( https :// t . co / c 5 FR W Y TR N 2 ) Ġto Ġplan Ġyour Ġweekend Ġvisit Ġto Ġ@ l om ond t ross ach s ? ðŁ ļ ¦ ðŁ ļ ĺ', ('vaccine', 0.54277104139328), ('infection', 0.32621893286705017), ('death', 0.1310100555419922)]"
1.31e+18,2020-09-28,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",RT @CREA_ACI: Are your clients looking for a home outside of the city? They’re not alone. 🌲🏞 @REALTORdotca takes a… https://t.co/Mu4K6QDJSM,en,1.0,1.0,MadderBill,,"CREA_ACI, REALTORdotca","London, Ontario",RT Ġ@ CRE A _ AC I : ĠAre Ġyour Ġclients Ġlooking Ġfor Ġa Ġhome Ġoutside Ġof Ġthe Ġcity ? ĠThey âĢ Ļ re Ġnot Ġalone . ĠðŁ Į ² ðŁ ı ŀ Ġ@ RE ALT OR dot ca Ġtakes Ġa âĢ¦ Ġhttps :// t . co / Mu 4 K 6 Q DJ SM,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ CRE A _ AC I : ĠAre Ġyour Ġclients Ġlooking Ġfor Ġa Ġhome Ġoutside Ġof Ġthe Ġcity ? ĠThey âĢ Ļ re Ġnot Ġalone . ĠðŁ Į ² ðŁ ı ŀ Ġ@ RE ALT OR dot ca Ġtakes Ġa âĢ¦ Ġhttps :// t . co / Mu 4 K 6 Q DJ SM', ('infection', 0.4968710243701935), ('vaccine', 0.3897183835506439), ('death', 0.1134105771780014)]"
1.31e+18,2020-09-22,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GovernorsOffice: .@GovernorTomWolf and @PAHelathDept today launched COVID Alert PA, Pennsylvania's COVID-19 exposure notification mobil…",en,0.0,12.0,bigstape,,"GovernorsOffice, GovernorTomWolf","Pennsylvania, USA","RT Ġ@ Govern ors Office : Ġ. @ Govern or Tom Wolf Ġand Ġ@ PA Hel ath De pt Ġtoday Ġlaunched ĠCO VID ĠAlert ĠPA , ĠPennsylvania 's ĠCO VID - 19 Ġexposure Ġnotification Ġmobil âĢ¦",0.296,0.0,0.804,0.196,pos,"[""RT Ġ@ Govern ors Office : Ġ. @ Govern or Tom Wolf Ġand Ġ@ PA Hel ath De pt Ġtoday Ġlaunched ĠCO VID ĠAlert ĠPA , ĠPennsylvania 's ĠCO VID - 19 Ġexposure Ġnotification Ġmobil âĢ¦"", ('vaccine', 0.43046000599861145), ('infection', 0.3970213234424591), ('death', 0.17251861095428467)]"
